student_id,age,gender,school_type,parent_education,study_hours,attendance_percentage,internet_access,travel_time,extra_activities,study_method,math_score,science_score,english_score,overall_score,final_grade,average_score,risk_category,performance_level
3559,15,other,private,graduate,3.9,94.6,yes,30-60 min,yes,online videos,53.4,58.5,52.7,60.3,d,54.866666666666674,Safe,Medium
3560,16,other,public,high school,6.3,67.5,yes,15-30 min,no,online videos,73.7,63.6,60.0,74.2,c,65.76666666666667,Safe,Medium
3561,14,female,public,diploma,5.9,54.2,yes,<15 min,no,notes,90.3,75.7,97.3,76.8,c,87.76666666666667,Safe,High
3562,15,other,private,high school,0.5,79.3,yes,>60 min,yes,notes,29.9,29.9,42.2,38.5,f,34.0,At Risk,Low
3563,16,male,public,high school,5.8,87.2,yes,30-60 min,yes,coaching,86.4,67.0,66.7,77.9,c,73.36666666666667,Safe,Medium
3564,18,other,private,high school,4.3,73.9,yes,30-60 min,yes,mixed,62.6,72.4,82.9,65.7,d,72.63333333333334,Safe,Medium
3565,18,female,private,diploma,6.8,80.7,yes,>60 min,yes,textbook,64.6,74.7,67.6,80.6,c,68.96666666666667,Safe,Medium
3566,15,female,public,post graduate,6.6,70.9,yes,<15 min,no,mixed,99.6,75.5,90.0,90.5,b,88.36666666666667,Safe,High
3567,16,male,public,high school,1.8,90.7,no,>60 min,no,online videos,81.4,57.0,53.1,56.5,d,63.833333333333336,Needs Improvement,Medium
3568,14,male,public,high school,0.7,89.2,no,<15 min,no,group study,50.3,34.2,45.5,38.0,f,43.333333333333336,At Risk,Low
3569,18,male,private,no formal,2.0,86.0,yes,30-60 min,no,coaching,51.7,52.4,46.7,48.3,e,50.26666666666667,Needs Improvement,Medium
3570,15,female,private,high school,6.1,51.0,yes,<15 min,yes,mixed,68.9,72.3,70.5,74.6,c,70.56666666666666,Safe,Medium
3571,18,male,public,diploma,7.0,75.8,yes,<15 min,no,notes,91.4,83.0,97.2,88.6,b,90.53333333333335,Safe,High
3572,19,male,private,diploma,5.8,89.3,yes,30-60 min,yes,textbook,91.6,95.6,73.0,83.0,c,86.73333333333333,Safe,High
3573,18,female,public,diploma,6.7,62.2,yes,30-60 min,no,coaching,60.0,61.2,65.1,72.5,c,62.1,Safe,Medium
3574,15,other,public,high school,4.9,63.0,yes,30-60 min,yes,online videos,42.2,76.8,61.1,65.7,d,60.03333333333333,Safe,Medium
3575,19,male,public,diploma,4.3,95.2,yes,<15 min,yes,online videos,65.3,81.8,79.3,81.3,c,75.46666666666665,Safe,High
3576,18,female,public,graduate,7.8,92.1,no,<15 min,yes,notes,89.0,100.0,74.8,96.5,a,87.93333333333334,Safe,High
3577,17,other,private,no formal,1.1,99.4,yes,15-30 min,yes,group study,49.4,53.3,55.6,53.0,e,52.76666666666666,Needs Improvement,Medium
3578,19,female,private,phd,3.7,74.9,yes,>60 min,yes,coaching,45.2,53.3,45.2,50.0,e,47.9,Needs Improvement,Low
3579,19,male,public,high school,2.6,56.2,yes,>60 min,yes,mixed,48.2,52.8,70.6,49.1,e,57.199999999999996,Needs Improvement,Medium
3580,14,male,public,no formal,1.4,50.4,yes,>60 min,no,mixed,25.3,49.7,18.3,35.5,f,31.099999999999998,At Risk,Low
3581,19,other,public,high school,5.0,85.3,yes,30-60 min,yes,online videos,67.4,69.3,58.9,65.8,d,65.2,Safe,Medium
3582,18,female,private,graduate,2.5,90.8,yes,<15 min,no,group study,61.6,52.7,48.8,65.2,d,54.366666666666674,Safe,Medium
3583,15,male,private,graduate,4.0,71.4,yes,>60 min,yes,mixed,64.5,72.6,72.4,70.3,c,69.83333333333333,Safe,Medium
3584,15,other,private,no formal,1.5,71.3,yes,15-30 min,no,notes,43.8,55.0,53.0,44.1,e,50.6,Needs Improvement,Medium
3585,18,other,public,diploma,3.4,92.0,yes,15-30 min,yes,coaching,61.8,79.9,81.2,68.1,d,74.3,Safe,Medium
3586,15,other,public,high school,2.0,59.3,no,>60 min,yes,group study,53.8,36.0,50.3,39.7,f,46.699999999999996,At Risk,Low
3587,16,male,private,phd,7.2,53.2,yes,15-30 min,no,group study,64.0,63.3,63.2,69.0,d,63.5,Safe,Medium
3588,18,male,private,high school,4.4,98.3,no,>60 min,yes,mixed,73.8,63.7,76.1,75.1,c,71.2,Safe,Medium
3589,17,male,private,phd,6.5,77.1,yes,>60 min,no,mixed,100.0,99.5,81.0,90.8,b,93.5,Safe,High
3590,19,male,private,graduate,4.1,88.6,yes,15-30 min,no,mixed,63.5,78.6,84.1,70.7,c,75.39999999999999,Safe,High
3591,14,female,private,phd,0.8,97.7,yes,15-30 min,yes,coaching,64.2,69.8,53.2,54.8,e,62.4,Needs Improvement,Medium
3592,15,female,private,graduate,5.7,90.5,yes,>60 min,yes,online videos,85.5,84.5,100.0,90.6,b,90.0,Safe,High
3593,19,other,private,no formal,0.9,73.4,yes,>60 min,no,online videos,53.0,34.2,30.8,32.0,f,39.333333333333336,At Risk,Low
3594,17,male,private,graduate,3.5,82.4,yes,>60 min,no,coaching,60.5,63.9,70.0,65.4,d,64.8,Safe,Medium
3595,15,other,public,diploma,4.6,81.6,yes,15-30 min,no,mixed,61.8,68.1,67.6,73.4,c,65.83333333333333,Safe,Medium
3596,15,other,public,post graduate,6.3,96.3,yes,>60 min,yes,group study,100.0,98.5,100.0,98.9,a,99.5,Safe,High
3597,16,male,public,diploma,7.2,57.1,yes,15-30 min,no,textbook,99.6,65.9,85.1,77.3,c,83.53333333333333,Safe,High
3598,17,female,public,high school,2.0,84.8,yes,30-60 min,yes,textbook,47.4,49.2,38.8,41.8,e,45.133333333333326,Needs Improvement,Low
3599,15,female,public,no formal,5.5,93.1,yes,30-60 min,yes,notes,69.7,82.8,66.7,72.9,c,73.06666666666666,Safe,Medium
3600,17,male,public,post graduate,4.0,68.0,yes,15-30 min,yes,coaching,45.6,66.3,57.5,59.4,d,56.46666666666667,Needs Improvement,Medium
3601,16,male,private,high school,6.3,85.4,no,15-30 min,yes,group study,93.3,90.7,85.8,90.6,b,89.93333333333334,Safe,High
3602,17,other,public,post graduate,7.5,62.5,yes,30-60 min,no,notes,100.0,94.8,90.1,86.0,b,94.96666666666665,Safe,High
3603,14,other,private,no formal,4.5,54.4,yes,<15 min,yes,textbook,74.4,63.8,86.5,67.6,d,74.89999999999999,Safe,Medium
3604,17,female,public,no formal,2.7,51.3,yes,30-60 min,yes,notes,45.5,35.0,30.1,48.7,e,36.86666666666667,Needs Improvement,Low
3605,19,male,private,post graduate,6.5,76.5,yes,<15 min,yes,mixed,87.8,89.0,78.5,92.0,b,85.10000000000001,Safe,High
3606,14,male,public,diploma,4.5,52.6,yes,15-30 min,no,notes,52.1,43.2,49.2,49.0,e,48.166666666666664,Needs Improvement,Low
3607,15,other,private,graduate,7.1,79.6,yes,30-60 min,no,mixed,70.7,100.0,85.7,80.6,c,85.46666666666665,Safe,High
3608,18,female,private,no formal,4.7,68.8,yes,30-60 min,yes,mixed,76.6,81.8,60.0,73.8,c,72.8,Safe,Medium
3609,17,female,private,high school,7.5,50.3,yes,>60 min,yes,mixed,88.0,77.4,87.6,77.1,c,84.33333333333333,Safe,High
3610,18,male,public,no formal,0.6,61.3,yes,30-60 min,yes,online videos,25.3,32.3,29.8,20.6,f,29.13333333333333,At Risk,Low
3611,17,other,private,high school,6.0,86.9,yes,30-60 min,no,online videos,79.9,85.2,93.2,78.4,c,86.10000000000001,Safe,High
3612,18,female,private,high school,3.1,68.9,no,30-60 min,yes,group study,34.3,46.1,48.8,45.0,e,43.06666666666666,Needs Improvement,Low
3613,17,female,public,diploma,5.5,86.3,yes,>60 min,yes,mixed,89.2,83.4,97.3,84.6,c,89.96666666666668,Safe,High
3614,14,other,private,high school,7.6,90.7,yes,>60 min,no,online videos,90.7,91.9,100.0,100.0,a,94.2,Safe,High
3615,18,female,private,diploma,5.4,89.8,no,15-30 min,yes,textbook,92.9,89.0,100.0,85.0,b,93.96666666666665,Safe,High
3616,16,other,public,phd,6.1,83.5,yes,>60 min,no,mixed,82.4,83.9,69.2,74.5,c,78.5,Safe,High
3617,14,female,private,no formal,1.7,87.3,yes,15-30 min,yes,notes,39.2,40.1,60.9,53.1,e,46.73333333333334,Needs Improvement,Low
3618,16,female,private,phd,1.8,78.5,yes,15-30 min,no,notes,27.4,41.1,31.6,36.1,f,33.36666666666667,At Risk,Low
3619,16,other,public,diploma,4.8,73.2,yes,<15 min,no,online videos,61.7,67.9,63.0,63.5,d,64.2,Safe,Medium
3620,14,female,public,graduate,3.7,53.1,yes,>60 min,yes,mixed,36.7,35.3,14.1,43.0,e,28.7,Needs Improvement,Low
3621,19,other,private,post graduate,1.3,98.8,yes,30-60 min,no,notes,51.7,57.5,54.1,57.3,d,54.43333333333334,Needs Improvement,Medium
3622,15,male,private,post graduate,6.0,92.0,yes,30-60 min,no,textbook,88.5,66.3,83.3,80.8,c,79.36666666666667,Safe,High
3623,15,other,public,phd,5.7,83.6,yes,>60 min,no,coaching,94.0,89.5,88.1,87.3,b,90.53333333333335,Safe,High
3624,16,female,private,phd,1.2,82.2,yes,15-30 min,no,textbook,39.8,37.5,37.9,32.6,f,38.4,At Risk,Low
3625,18,male,private,no formal,0.9,78.8,yes,<15 min,yes,online videos,45.0,45.4,45.8,38.2,f,45.4,At Risk,Low
3626,18,male,private,diploma,3.3,54.7,yes,30-60 min,no,online videos,74.7,61.2,49.6,56.9,d,61.833333333333336,Needs Improvement,Medium
3627,18,other,public,graduate,5.2,66.0,yes,<15 min,yes,group study,60.9,74.0,78.6,63.2,d,71.16666666666667,Safe,Medium
3628,15,female,private,graduate,7.2,67.0,yes,30-60 min,yes,notes,92.3,78.9,68.7,85.5,b,79.96666666666665,Safe,High
3629,19,other,public,phd,3.8,89.7,yes,<15 min,yes,mixed,38.9,69.1,65.0,61.8,d,57.666666666666664,Safe,Medium
3630,18,male,private,graduate,1.1,80.2,yes,>60 min,no,mixed,19.6,30.0,5.7,33.4,f,18.433333333333334,At Risk,Low
3631,16,male,private,diploma,6.8,69.9,yes,<15 min,no,mixed,96.2,81.6,100.0,89.6,b,92.60000000000001,Safe,High
3632,17,other,private,phd,1.4,66.4,yes,15-30 min,yes,textbook,31.6,25.9,24.0,31.1,f,27.166666666666668,At Risk,Low
3633,14,female,public,post graduate,5.3,92.7,yes,30-60 min,yes,group study,80.3,69.2,97.2,80.4,c,82.23333333333333,Safe,High
3634,18,other,private,post graduate,3.6,89.3,yes,>60 min,yes,notes,63.9,68.9,46.4,65.5,d,59.73333333333334,Safe,Medium
3635,19,other,public,graduate,7.3,90.7,yes,>60 min,no,coaching,64.0,73.9,100.0,85.0,c,79.3,Safe,High
3636,16,female,public,no formal,5.8,69.8,yes,<15 min,yes,coaching,72.1,90.5,80.2,81.8,c,80.93333333333334,Safe,High
3637,17,other,private,phd,0.5,74.0,yes,>60 min,yes,mixed,24.9,29.3,20.5,25.3,f,24.900000000000002,At Risk,Low
3638,16,other,private,post graduate,3.3,78.7,yes,15-30 min,no,online videos,68.0,59.7,51.7,54.9,e,59.800000000000004,Needs Improvement,Medium
3639,14,male,public,no formal,1.9,59.6,no,15-30 min,yes,textbook,36.2,31.7,47.7,33.9,f,38.53333333333334,At Risk,Low
3640,17,male,private,high school,2.6,68.1,yes,30-60 min,no,online videos,38.6,19.4,23.8,40.3,e,27.266666666666666,Needs Improvement,Low
3641,18,male,private,diploma,3.5,74.6,no,>60 min,no,mixed,56.4,53.9,64.0,57.2,d,58.1,Needs Improvement,Medium
3642,19,other,public,high school,4.6,83.5,yes,30-60 min,no,notes,69.4,77.5,86.4,76.6,c,77.76666666666667,Safe,High
3643,19,male,private,graduate,6.5,72.5,yes,15-30 min,no,textbook,100.0,85.6,89.4,90.0,b,91.66666666666667,Safe,High
3644,16,male,private,graduate,1.1,57.7,yes,<15 min,yes,coaching,19.6,30.4,18.3,22.1,f,22.766666666666666,At Risk,Low
3645,19,female,private,high school,3.8,71.3,no,>60 min,no,notes,85.1,65.4,67.8,68.6,d,72.76666666666667,Safe,Medium
3646,17,male,private,post graduate,6.9,76.6,no,15-30 min,yes,textbook,86.3,95.3,85.2,89.5,b,88.93333333333334,Safe,High
3647,17,male,public,high school,3.7,82.5,yes,>60 min,yes,mixed,59.8,53.3,49.7,60.6,d,54.26666666666667,Safe,Medium
3648,17,other,private,no formal,4.4,92.7,yes,15-30 min,yes,mixed,71.3,81.8,78.1,72.4,c,77.06666666666666,Safe,High
3649,19,other,private,phd,6.3,61.6,yes,<15 min,yes,notes,76.4,86.1,80.9,73.8,c,81.13333333333334,Safe,High
3650,18,female,public,high school,5.8,78.0,no,>60 min,yes,notes,58.5,66.0,70.5,72.6,c,65.0,Safe,Medium
3651,14,other,public,high school,4.3,70.9,no,<15 min,yes,online videos,71.3,80.7,68.0,71.0,c,73.33333333333333,Safe,Medium
3652,14,female,private,post graduate,7.8,84.3,yes,>60 min,yes,mixed,81.4,90.3,92.3,87.7,b,88.0,Safe,High
3653,16,female,private,post graduate,0.8,93.7,yes,<15 min,no,online videos,42.6,33.8,44.5,43.4,e,40.300000000000004,Needs Improvement,Low
3654,17,female,private,no formal,0.9,73.9,yes,15-30 min,no,online videos,40.1,45.6,34.8,44.0,e,40.166666666666664,Needs Improvement,Low
3655,18,other,private,no formal,3.7,92.2,yes,<15 min,no,coaching,47.5,69.2,44.2,64.6,d,53.63333333333333,Safe,Medium
3656,16,male,public,phd,1.7,50.1,yes,>60 min,no,notes,25.4,12.0,27.1,29.1,f,21.5,At Risk,Low
3657,17,female,public,graduate,2.1,95.6,yes,<15 min,yes,mixed,62.2,46.2,47.9,53.1,e,52.1,Needs Improvement,Medium
3658,19,male,private,diploma,1.6,89.4,yes,30-60 min,yes,coaching,55.6,60.1,45.0,57.4,d,53.56666666666666,Needs Improvement,Medium
3659,16,other,private,diploma,5.7,56.7,yes,>60 min,no,mixed,65.0,57.9,81.2,70.6,c,68.03333333333335,Safe,Medium
3660,16,female,private,graduate,3.7,83.8,no,15-30 min,yes,online videos,35.0,40.2,42.3,56.1,d,39.166666666666664,Needs Improvement,Low
3661,17,male,public,post graduate,6.8,75.7,yes,<15 min,no,coaching,85.8,100.0,82.0,89.9,b,89.26666666666667,Safe,High
3662,16,female,public,no formal,2.4,98.5,yes,>60 min,yes,notes,52.0,69.0,58.1,49.0,e,59.699999999999996,Needs Improvement,Medium
3663,19,female,public,high school,5.2,65.2,yes,30-60 min,no,group study,74.0,68.1,70.2,61.5,d,70.76666666666667,Safe,Medium
3664,19,male,private,phd,2.1,80.5,yes,>60 min,no,notes,20.0,49.8,32.5,51.2,e,34.1,Needs Improvement,Low
3665,17,other,private,high school,0.6,76.1,no,15-30 min,yes,textbook,39.9,21.9,25.8,26.9,f,29.2,At Risk,Low
3666,16,female,public,phd,5.7,61.1,yes,15-30 min,no,mixed,66.7,69.9,53.5,60.7,d,63.366666666666674,Safe,Medium
3667,17,male,public,diploma,1.6,90.7,no,15-30 min,no,coaching,50.0,46.8,70.1,51.6,e,55.633333333333326,Needs Improvement,Medium
3668,15,female,private,high school,5.7,87.2,yes,<15 min,yes,textbook,82.5,100.0,100.0,90.2,b,94.16666666666667,Safe,High
3669,16,female,private,graduate,5.7,77.2,yes,30-60 min,no,coaching,78.1,73.0,62.0,68.9,d,71.03333333333333,Safe,Medium
3670,15,female,private,graduate,5.5,97.2,yes,>60 min,no,mixed,94.2,100.0,86.6,92.9,b,93.59999999999998,Safe,High
3671,14,male,private,diploma,4.9,96.3,yes,30-60 min,no,coaching,62.7,84.1,78.4,77.8,c,75.06666666666668,Safe,High
3672,14,other,public,post graduate,7.1,90.9,yes,30-60 min,yes,coaching,100.0,92.8,100.0,99.5,a,97.60000000000001,Safe,High
3673,17,female,private,no formal,1.1,57.6,yes,30-60 min,no,group study,37.5,46.2,40.2,34.0,f,41.300000000000004,At Risk,Low
3674,14,female,private,no formal,7.5,94.7,yes,<15 min,no,textbook,100.0,100.0,84.6,95.6,a,94.86666666666667,Safe,High
3675,17,other,public,graduate,1.0,65.3,yes,>60 min,yes,coaching,30.6,14.2,37.5,26.7,f,27.433333333333334,At Risk,Low
3676,16,female,public,graduate,4.2,78.5,yes,<15 min,no,notes,84.7,56.9,64.4,67.7,d,68.66666666666667,Safe,Medium
3677,16,male,private,post graduate,7.4,98.7,yes,15-30 min,yes,coaching,100.0,78.3,87.6,100.0,a,88.63333333333333,Safe,High
3678,18,female,public,phd,2.5,61.5,yes,30-60 min,no,online videos,36.4,39.8,56.3,40.6,e,44.166666666666664,Needs Improvement,Low
3679,17,female,public,phd,6.8,60.0,yes,<15 min,no,mixed,91.5,75.8,90.3,77.3,c,85.86666666666667,Safe,High
3680,18,male,private,graduate,4.9,92.6,yes,30-60 min,yes,group study,66.6,85.3,64.4,75.7,c,72.1,Safe,Medium
3681,18,male,public,graduate,7.0,50.7,yes,<15 min,yes,online videos,52.7,85.9,75.5,68.5,d,71.36666666666667,Safe,Medium
3682,14,male,public,phd,0.9,58.7,yes,<15 min,yes,notes,16.5,26.8,34.1,21.1,f,25.8,At Risk,Low
3683,15,other,public,phd,4.7,66.4,yes,>60 min,yes,notes,87.5,54.5,82.5,72.3,c,74.83333333333333,Safe,Medium
3684,17,male,public,no formal,1.9,86.9,yes,30-60 min,yes,online videos,58.3,60.5,48.2,54.2,e,55.666666666666664,Needs Improvement,Medium
3685,19,female,private,graduate,0.6,74.0,no,>60 min,yes,mixed,46.1,39.3,33.8,44.1,e,39.733333333333334,Needs Improvement,Low
3686,14,other,public,phd,5.7,69.7,yes,<15 min,no,group study,90.7,83.7,77.0,81.8,c,83.8,Safe,High
3687,14,female,public,no formal,6.1,95.9,yes,>60 min,yes,mixed,85.4,100.0,89.4,95.5,a,91.60000000000001,Safe,High
3688,19,male,private,phd,6.0,87.8,yes,15-30 min,yes,mixed,73.0,69.0,49.0,76.6,c,63.666666666666664,Safe,Medium
3689,19,other,private,post graduate,6.0,81.6,yes,>60 min,yes,coaching,83.5,67.6,85.3,81.4,c,78.8,Safe,High
3690,15,female,private,no formal,6.5,67.0,yes,15-30 min,no,notes,79.1,76.6,64.0,76.8,c,73.23333333333333,Safe,Medium
3691,16,male,public,graduate,4.0,92.9,yes,>60 min,yes,coaching,72.0,56.9,68.1,71.9,c,65.66666666666667,Safe,Medium
3692,17,female,public,diploma,3.1,62.7,yes,>60 min,yes,notes,39.4,55.4,64.4,56.1,d,53.06666666666666,Needs Improvement,Medium
3693,15,male,private,diploma,6.3,97.3,yes,30-60 min,no,group study,91.7,99.9,100.0,99.1,a,97.2,Safe,High
3694,15,female,public,graduate,5.5,63.0,yes,15-30 min,yes,textbook,58.2,43.5,67.9,60.7,d,56.53333333333334,Safe,Medium
3695,16,male,public,post graduate,2.0,91.0,yes,>60 min,yes,mixed,45.3,50.4,66.2,56.9,d,53.96666666666666,Needs Improvement,Medium
3696,17,other,public,phd,3.8,95.7,yes,15-30 min,no,notes,62.8,84.2,83.0,74.1,c,76.66666666666667,Safe,High
3697,15,other,private,diploma,1.9,61.3,yes,<15 min,no,mixed,49.6,60.0,56.2,45.6,e,55.26666666666667,Needs Improvement,Medium
3698,16,other,public,no formal,6.3,61.5,yes,>60 min,yes,textbook,54.5,83.0,67.9,70.2,c,68.46666666666667,Safe,Medium
3699,15,other,public,phd,2.4,53.9,yes,<15 min,yes,coaching,20.2,45.1,31.3,33.6,f,32.199999999999996,At Risk,Low
3700,18,male,public,diploma,5.2,67.1,yes,<15 min,yes,coaching,59.2,68.6,48.9,66.0,d,58.9,Safe,Medium
3701,14,male,public,post graduate,6.0,75.0,yes,<15 min,no,textbook,91.2,60.4,74.0,76.3,c,75.2,Safe,High
3702,15,other,private,post graduate,7.9,54.3,no,30-60 min,yes,notes,100.0,98.9,74.7,90.9,b,91.2,Safe,High
3703,15,female,private,no formal,3.7,57.3,yes,<15 min,no,coaching,45.5,60.5,52.6,62.4,d,52.86666666666667,Safe,Medium
3704,19,female,private,diploma,7.0,71.1,yes,<15 min,no,notes,86.9,68.5,100.0,91.8,b,85.13333333333334,Safe,High
3705,19,other,public,no formal,5.5,59.0,yes,>60 min,yes,notes,71.2,66.1,52.1,62.6,d,63.13333333333333,Safe,Medium
3706,17,female,public,graduate,0.6,88.7,yes,<15 min,no,mixed,54.3,37.7,42.4,38.9,f,44.800000000000004,At Risk,Low
3707,14,other,public,post graduate,3.4,66.1,yes,30-60 min,no,mixed,51.4,61.0,42.1,60.1,d,51.5,Safe,Medium
3708,18,other,private,graduate,3.5,52.3,yes,15-30 min,yes,mixed,51.2,39.3,62.1,47.3,e,50.86666666666667,Needs Improvement,Medium
3709,16,male,private,high school,1.4,57.7,yes,15-30 min,yes,mixed,17.7,18.4,41.2,26.7,f,25.766666666666666,At Risk,Low
3710,19,other,private,phd,3.8,65.4,yes,>60 min,yes,group study,65.9,58.0,40.4,56.2,d,54.76666666666667,Needs Improvement,Medium
3711,16,male,private,no formal,1.4,57.3,yes,15-30 min,yes,mixed,34.6,36.1,50.0,38.7,f,40.233333333333334,At Risk,Low
3712,19,male,public,no formal,6.8,60.8,yes,<15 min,yes,online videos,82.5,81.9,77.3,84.5,c,80.56666666666666,Safe,High
3713,18,other,public,diploma,3.2,60.3,yes,15-30 min,no,notes,40.5,45.2,43.8,55.0,e,43.166666666666664,Needs Improvement,Low
3714,15,other,public,phd,1.9,70.9,yes,15-30 min,no,notes,46.2,25.7,33.8,37.8,f,35.233333333333334,At Risk,Low
3715,18,male,private,phd,5.0,76.2,yes,>60 min,no,coaching,75.1,64.1,70.0,71.2,c,69.73333333333333,Safe,Medium
3716,15,female,private,graduate,6.9,81.1,yes,30-60 min,yes,mixed,82.9,88.3,94.3,80.5,c,88.5,Safe,High
3717,16,female,private,phd,7.5,95.5,yes,<15 min,yes,online videos,85.8,97.0,87.4,90.2,b,90.06666666666668,Safe,High
3718,15,female,public,phd,7.2,84.4,yes,>60 min,no,group study,93.3,81.0,100.0,98.4,a,91.43333333333334,Safe,High
3719,18,other,private,graduate,7.1,59.9,yes,>60 min,no,group study,81.7,76.1,78.3,76.1,c,78.7,Safe,High
3720,15,male,private,no formal,3.1,72.5,yes,15-30 min,yes,coaching,52.0,52.1,51.4,58.2,d,51.833333333333336,Needs Improvement,Medium
3721,17,other,public,phd,4.3,86.5,yes,15-30 min,yes,coaching,82.3,94.1,63.5,74.0,c,79.96666666666665,Safe,High
3722,17,male,private,graduate,3.3,77.8,yes,15-30 min,yes,group study,63.9,44.3,61.0,51.8,e,56.4,Needs Improvement,Medium
3723,18,male,private,no formal,7.4,58.5,yes,30-60 min,no,notes,69.1,64.2,97.3,73.4,c,76.86666666666667,Safe,High
3724,19,female,private,phd,1.2,89.4,no,15-30 min,no,notes,42.3,33.6,38.7,42.1,e,38.2,Needs Improvement,Low
3725,14,male,private,diploma,4.7,59.8,yes,15-30 min,no,online videos,43.0,74.5,51.9,61.6,d,56.46666666666667,Safe,Medium
3726,19,female,public,post graduate,2.4,67.2,yes,15-30 min,no,group study,41.2,25.5,42.0,43.3,e,36.233333333333334,Needs Improvement,Low
3727,14,female,private,high school,6.9,86.7,yes,>60 min,yes,online videos,84.3,75.0,96.8,86.0,b,85.36666666666667,Safe,High
3728,17,female,public,no formal,3.0,98.5,yes,<15 min,yes,textbook,56.9,54.6,49.3,53.9,e,53.6,Needs Improvement,Medium
3729,16,male,public,diploma,7.0,94.5,yes,<15 min,no,notes,100.0,100.0,85.6,95.3,a,95.2,Safe,High
3730,17,other,private,diploma,7.5,98.5,yes,<15 min,yes,mixed,100.0,100.0,95.5,98.9,a,98.5,Safe,High
3731,18,male,private,phd,1.8,69.8,yes,<15 min,no,coaching,61.3,27.0,48.8,50.3,e,45.699999999999996,Needs Improvement,Low
3732,19,male,public,no formal,6.2,71.8,yes,30-60 min,no,notes,71.3,63.5,69.8,71.0,c,68.2,Safe,Medium
3733,16,female,public,phd,3.1,58.1,yes,15-30 min,no,online videos,37.8,52.8,58.9,48.1,e,49.833333333333336,Needs Improvement,Low
3734,19,other,public,no formal,3.5,73.6,yes,15-30 min,yes,notes,70.0,49.7,65.7,58.0,d,61.800000000000004,Needs Improvement,Medium
3735,15,female,public,phd,2.6,89.0,yes,>60 min,yes,coaching,45.1,44.5,57.8,56.5,d,49.133333333333326,Needs Improvement,Low
3736,15,other,private,post graduate,5.1,53.4,yes,>60 min,yes,textbook,44.5,60.6,35.6,53.6,e,46.9,Needs Improvement,Low
3737,16,other,public,diploma,3.1,66.0,yes,>60 min,yes,group study,43.7,56.3,21.7,44.6,e,40.56666666666667,Needs Improvement,Low
3738,17,other,public,phd,6.1,96.3,yes,30-60 min,no,notes,66.6,72.7,76.7,78.1,c,72.0,Safe,Medium
3739,18,male,private,diploma,6.3,59.1,yes,>60 min,no,group study,65.0,65.2,67.5,68.2,d,65.89999999999999,Safe,Medium
3740,18,other,private,graduate,3.5,64.9,yes,<15 min,yes,online videos,37.8,44.2,61.2,53.5,e,47.73333333333333,Needs Improvement,Low
